subset,index,trajectory_id
hotpot,176,gpt-5-nano_hotpot_task18_2
hotpot,177,gpt-5-nano_hotpot_task18_3
hotpot,178,gpt-5-nano_hotpot_task190_1
hotpot,179,gpt-5-nano_hotpot_task190_2
hotpot,180,gpt-5-nano_hotpot_task190_3
hotpot,181,gpt-5-nano_hotpot_task192_1
hotpot,182,gpt-5-nano_hotpot_task192_2
hotpot,183,gpt-5-nano_hotpot_task192_3
hotpot,184,gpt-5-nano_hotpot_task193_1
hotpot,185,gpt-5-nano_hotpot_task193_2
hotpot,186,gpt-5-nano_hotpot_task193_3
hotpot,187,gpt-5-nano_hotpot_task194_1
hotpot,188,gpt-5-nano_hotpot_task194_2
hotpot,189,gpt-5-nano_hotpot_task194_3
hotpot,190,gpt-5-nano_hotpot_task19_1
hotpot,191,gpt-5-nano_hotpot_task19_2
hotpot,192,gpt-5-nano_hotpot_task19_3
hotpot,193,gpt-5-nano_hotpot_task1_3
hotpot,194,gpt-5-nano_hotpot_task200_2
hotpot,195,gpt-5-nano_hotpot_task200_3
hotpot,196,gpt-5-nano_hotpot_task203_3
hotpot,197,gpt-5-nano_hotpot_task205_1
hotpot,198,gpt-5-nano_hotpot_task205_2
hotpot,199,gpt-5-nano_hotpot_task205_3
hotpot,200,gpt-5-nano_hotpot_task20_2
hotpot,201,gpt-5-nano_hotpot_task211_1
hotpot,202,gpt-5-nano_hotpot_task211_2
hotpot,203,gpt-5-nano_hotpot_task211_3
hotpot,204,gpt-5-nano_hotpot_task213_1
hotpot,205,gpt-5-nano_hotpot_task213_2
hotpot,206,gpt-5-nano_hotpot_task214_2
hotpot,207,gpt-5-nano_hotpot_task215_1
hotpot,208,gpt-5-nano_hotpot_task215_2
hotpot,209,gpt-5-nano_hotpot_task216_1
hotpot,210,gpt-5-nano_hotpot_task216_2
hotpot,211,gpt-5-nano_hotpot_task217_3
hotpot,212,gpt-5-nano_hotpot_task220_2
hotpot,213,gpt-5-nano_hotpot_task222_1
hotpot,214,gpt-5-nano_hotpot_task222_3
hotpot,215,gpt-5-nano_hotpot_task223_1
hotpot,216,gpt-5-nano_hotpot_task223_2
hotpot,217,gpt-5-nano_hotpot_task225_1
hotpot,218,gpt-5-nano_hotpot_task225_2
hotpot,219,gpt-5-nano_hotpot_task228_1
hotpot,220,gpt-5-nano_hotpot_task228_3
hotpot,221,gpt-5-nano_hotpot_task22_1
hotpot,222,gpt-5-nano_hotpot_task230_2
