dataset	model	subset	triple	seed	traj_idx	step_idx	n_steps	is_mistake	score
correct-error	qwen3.5-9b	arc	1,2,3	1	157	13	22	False	0.00013291592767927796
correct-error	qwen3.5-9b	arc	1,2,3	1	157	14	22	False	0.00044709478970617056
correct-error	qwen3.5-9b	arc	1,2,3	1	157	15	22	True	9.833709918893874e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	157	16	22	False	0.00010277456021867692
correct-error	qwen3.5-9b	arc	1,2,3	1	157	17	22	False	0.0014578790869563818
correct-error	qwen3.5-9b	arc	1,2,3	1	157	18	22	False	0.00011172777158208191
correct-error	qwen3.5-9b	arc	1,2,3	1	157	19	22	False	0.001457324018701911
correct-error	qwen3.5-9b	arc	1,2,3	1	157	20	22	False	0.00010131910676136613
correct-error	qwen3.5-9b	arc	1,2,3	1	157	21	22	False	0.0014565789606422186
correct-error	qwen3.5-9b	arc	1,2,3	1	194	0	22	False	0.001360457856208086
correct-error	qwen3.5-9b	arc	1,2,3	1	194	1	22	False	0.0001948520657606423
correct-error	qwen3.5-9b	arc	1,2,3	1	194	2	22	False	0.000599270686507225
correct-error	qwen3.5-9b	arc	1,2,3	1	194	3	22	False	0.0001560354430694133
correct-error	qwen3.5-9b	arc	1,2,3	1	194	4	22	False	0.0002195628039771691
correct-error	qwen3.5-9b	arc	1,2,3	1	194	5	22	False	0.0001768429356161505
correct-error	qwen3.5-9b	arc	1,2,3	1	194	6	22	False	0.0004405145882628858
correct-error	qwen3.5-9b	arc	1,2,3	1	194	7	22	False	0.00018458235717844218
correct-error	qwen3.5-9b	arc	1,2,3	1	194	8	22	False	0.0003065631608478725
correct-error	qwen3.5-9b	arc	1,2,3	1	194	9	22	True	0.0001335373817710206
correct-error	qwen3.5-9b	arc	1,2,3	1	194	10	22	False	0.00016654192586429417
correct-error	qwen3.5-9b	arc	1,2,3	1	194	11	22	False	0.0013716405956074595
correct-error	qwen3.5-9b	arc	1,2,3	1	194	12	22	False	0.00016608038276899606
correct-error	qwen3.5-9b	arc	1,2,3	1	194	13	22	False	0.0011434514308348298
correct-error	qwen3.5-9b	arc	1,2,3	1	194	14	22	False	0.0001349724770989269
correct-error	qwen3.5-9b	arc	1,2,3	1	194	15	22	False	0.0014688606606796384
correct-error	qwen3.5-9b	arc	1,2,3	1	194	16	22	False	0.0001855550945037976
correct-error	qwen3.5-9b	arc	1,2,3	1	194	17	22	False	0.0011172788217663765
correct-error	qwen3.5-9b	arc	1,2,3	1	194	18	22	False	0.00016626488650217652
correct-error	qwen3.5-9b	arc	1,2,3	1	194	19	22	False	0.0014517338713631034
correct-error	qwen3.5-9b	arc	1,2,3	1	194	20	22	False	0.00017841748194769025
correct-error	qwen3.5-9b	arc	1,2,3	1	194	21	22	False	0.0012013124069198966
correct-error	qwen3.5-9b	arc	1,2,3	1	138	0	2	False	0.0020218640565872192
correct-error	qwen3.5-9b	arc	1,2,3	1	138	1	2	True	5.605680780718103e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	1	0	2	False	0.0009756600484251976
correct-error	qwen3.5-9b	arc	1,2,3	1	1	1	2	True	0.00038755967398174107
correct-error	qwen3.5-9b	arc	1,2,3	1	224	0	2	False	0.0015107152285054326
correct-error	qwen3.5-9b	arc	1,2,3	1	224	1	2	True	6.264274998102337e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	233	0	2	False	0.0008469930617138743
correct-error	qwen3.5-9b	arc	1,2,3	1	233	1	2	True	9.803763532545418e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	92	0	21	False	0.0017892818432301283
correct-error	qwen3.5-9b	arc	1,2,3	1	92	1	21	False	0.00037698267260566354
correct-error	qwen3.5-9b	arc	1,2,3	1	92	2	21	False	0.0005160204018466175
correct-error	qwen3.5-9b	arc	1,2,3	1	92	3	21	False	0.0003170096897520125
correct-error	qwen3.5-9b	arc	1,2,3	1	92	4	21	False	0.0003329424071125686
correct-error	qwen3.5-9b	arc	1,2,3	1	92	5	21	False	0.0002882334229070693
correct-error	qwen3.5-9b	arc	1,2,3	1	92	6	21	False	0.0003905167686752975
correct-error	qwen3.5-9b	arc	1,2,3	1	92	7	21	False	0.00032020354410633445
correct-error	qwen3.5-9b	arc	1,2,3	1	92	8	21	False	0.00043275280040688813
correct-error	qwen3.5-9b	arc	1,2,3	1	92	9	21	False	0.0003176305035594851
correct-error	qwen3.5-9b	arc	1,2,3	1	92	10	21	True	0.0003007046179845929
correct-error	qwen3.5-9b	arc	1,2,3	1	92	11	21	False	0.00040190794970840216
correct-error	qwen3.5-9b	arc	1,2,3	1	92	12	21	False	0.0010632808553054929
correct-error	qwen3.5-9b	arc	1,2,3	1	92	13	21	False	0.0003959318855777383
correct-error	qwen3.5-9b	arc	1,2,3	1	92	14	21	False	0.0016642407281324267
correct-error	qwen3.5-9b	arc	1,2,3	1	92	15	21	False	0.0004522724193520844
correct-error	qwen3.5-9b	arc	1,2,3	1	92	16	21	False	0.0013074888847768307
correct-error	qwen3.5-9b	arc	1,2,3	1	92	17	21	False	0.0004411208792589605
correct-error	qwen3.5-9b	arc	1,2,3	1	92	18	21	False	0.0013082707300782204
correct-error	qwen3.5-9b	arc	1,2,3	1	92	19	21	False	0.00044960540253669024
correct-error	qwen3.5-9b	arc	1,2,3	1	92	20	21	False	0.0016030595870688558
correct-error	qwen3.5-9b	arc	1,2,3	1	125	0	22	False	0.0010702465660870075
correct-error	qwen3.5-9b	arc	1,2,3	1	125	1	22	False	0.0002159602881874889
correct-error	qwen3.5-9b	arc	1,2,3	1	125	2	22	False	0.0004554947081487626
correct-error	qwen3.5-9b	arc	1,2,3	1	125	3	22	False	3.69277986465022e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	4	22	False	0.0014739977195858955
correct-error	qwen3.5-9b	arc	1,2,3	1	125	5	22	False	0.0001371660182485357
correct-error	qwen3.5-9b	arc	1,2,3	1	125	6	22	False	0.0010854426072910428
correct-error	qwen3.5-9b	arc	1,2,3	1	125	7	22	True	0.0001030253988574259
correct-error	qwen3.5-9b	arc	1,2,3	1	125	8	22	False	5.055613655713387e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	9	22	False	0.0031486377120018005
correct-error	qwen3.5-9b	arc	1,2,3	1	125	10	22	False	3.1314819352701306e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	11	22	False	0.003148858668282628
correct-error	qwen3.5-9b	arc	1,2,3	1	125	12	22	False	6.887577183078974e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	13	22	False	0.0031491986010223627
correct-error	qwen3.5-9b	arc	1,2,3	1	125	14	22	False	7.966595148900524e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	15	22	False	0.0031491059344261885
correct-error	qwen3.5-9b	arc	1,2,3	1	125	16	22	False	5.8634384913602844e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	17	22	False	0.0031493869610130787
correct-error	qwen3.5-9b	arc	1,2,3	1	125	18	22	False	6.334054342005402e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	19	22	False	0.0031491711270064116
correct-error	qwen3.5-9b	arc	1,2,3	1	125	20	22	False	3.7770831113448367e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	125	21	22	False	0.0007738113636150956
correct-error	qwen3.5-9b	arc	1,2,3	1	106	0	2	False	0.0008007434662431479
correct-error	qwen3.5-9b	arc	1,2,3	1	106	1	2	True	2.0247121938155033e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	243	0	2	False	0.0007852270500734448
correct-error	qwen3.5-9b	arc	1,2,3	1	243	1	2	True	0.0005740320775657892
correct-error	qwen3.5-9b	arc	1,2,3	1	296	0	8	False	0.0008412947645410895
correct-error	qwen3.5-9b	arc	1,2,3	1	296	1	8	False	0.00027464551385492086
correct-error	qwen3.5-9b	arc	1,2,3	1	296	2	8	False	0.0002988191263284534
correct-error	qwen3.5-9b	arc	1,2,3	1	296	3	8	False	0.0001540577068226412
correct-error	qwen3.5-9b	arc	1,2,3	1	296	4	8	False	0.0003118919557891786
correct-error	qwen3.5-9b	arc	1,2,3	1	296	5	8	False	0.00010349541844334453
correct-error	qwen3.5-9b	arc	1,2,3	1	296	6	8	False	0.0004215675871819258
correct-error	qwen3.5-9b	arc	1,2,3	1	296	7	8	True	0.00018694195023272187
correct-error	qwen3.5-9b	arc	1,2,3	1	142	0	21	True	0.00010083842789754272
correct-error	qwen3.5-9b	arc	1,2,3	1	142	1	21	False	0.00014539943367708474
correct-error	qwen3.5-9b	arc	1,2,3	1	142	2	21	False	0.002055190736427903
correct-error	qwen3.5-9b	arc	1,2,3	1	142	3	21	False	0.00014130653289612383
correct-error	qwen3.5-9b	arc	1,2,3	1	142	4	21	False	0.001588584971614182
correct-error	qwen3.5-9b	arc	1,2,3	1	142	5	21	False	8.527001045877114e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	142	6	21	False	0.0015617992030456662
correct-error	qwen3.5-9b	arc	1,2,3	1	142	7	21	False	0.000132215820485726
correct-error	qwen3.5-9b	arc	1,2,3	1	142	8	21	False	0.0016863846685737371
correct-error	qwen3.5-9b	arc	1,2,3	1	142	9	21	False	0.00011308905959594995
correct-error	qwen3.5-9b	arc	1,2,3	1	142	10	21	False	0.0017175053944811225
correct-error	qwen3.5-9b	arc	1,2,3	1	142	11	21	False	0.00010134780313819647
correct-error	qwen3.5-9b	arc	1,2,3	1	142	12	21	False	0.0012201612116768956
correct-error	qwen3.5-9b	arc	1,2,3	1	142	13	21	False	7.939084753161296e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	142	14	21	False	0.0012910770019516349
correct-error	qwen3.5-9b	arc	1,2,3	1	142	15	21	False	6.67590502416715e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	142	16	21	False	0.0013875700533390045
correct-error	qwen3.5-9b	arc	1,2,3	1	142	17	21	False	7.274106610566378e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	142	18	21	False	0.0012460235739126801
correct-error	qwen3.5-9b	arc	1,2,3	1	142	19	21	False	8.664651250001043e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	142	20	21	False	0.001111697289161384
correct-error	qwen3.5-9b	arc	1,2,3	1	146	0	2	False	0.0018053334206342697
correct-error	qwen3.5-9b	arc	1,2,3	1	146	1	2	True	0.00039380491944029927
correct-error	qwen3.5-9b	arc	1,2,3	1	230	0	2	False	0.0014384060632437468
correct-error	qwen3.5-9b	arc	1,2,3	1	230	1	2	True	0.00021770360763184726
correct-error	qwen3.5-9b	arc	1,2,3	1	124	0	2	False	0.001467640744522214
correct-error	qwen3.5-9b	arc	1,2,3	1	124	1	2	True	4.756452835863456e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	275	0	2	False	0.0018307561986148357
correct-error	qwen3.5-9b	arc	1,2,3	1	275	1	2	True	0.00041106645949184895
correct-error	qwen3.5-9b	arc	1,2,3	1	110	0	22	False	0.0014256176073104143
correct-error	qwen3.5-9b	arc	1,2,3	1	110	1	22	True	0.0003579054609872401
correct-error	qwen3.5-9b	arc	1,2,3	1	110	2	22	False	0.00028910377295687795
correct-error	qwen3.5-9b	arc	1,2,3	1	110	3	22	False	0.0015272878808900714
correct-error	qwen3.5-9b	arc	1,2,3	1	110	4	22	False	0.0002174698020098731
correct-error	qwen3.5-9b	arc	1,2,3	1	110	5	22	False	0.0014917916851118207
correct-error	qwen3.5-9b	arc	1,2,3	1	110	6	22	False	0.00022527252440340817
correct-error	qwen3.5-9b	arc	1,2,3	1	110	7	22	False	0.001605912810191512
correct-error	qwen3.5-9b	arc	1,2,3	1	110	8	22	False	0.00013736772234551609
correct-error	qwen3.5-9b	arc	1,2,3	1	110	9	22	False	0.001420827815309167
correct-error	qwen3.5-9b	arc	1,2,3	1	110	10	22	False	0.00017693803238216788
correct-error	qwen3.5-9b	arc	1,2,3	1	110	11	22	False	0.0017140629934147
correct-error	qwen3.5-9b	arc	1,2,3	1	110	12	22	False	0.0001935196778504178
correct-error	qwen3.5-9b	arc	1,2,3	1	110	13	22	False	0.0013610826572403312
correct-error	qwen3.5-9b	arc	1,2,3	1	110	14	22	False	0.00016572519962210208
correct-error	qwen3.5-9b	arc	1,2,3	1	110	15	22	False	0.0013213258935138583
correct-error	qwen3.5-9b	arc	1,2,3	1	110	16	22	False	0.0001486517721787095
correct-error	qwen3.5-9b	arc	1,2,3	1	110	17	22	False	0.001668116427026689
correct-error	qwen3.5-9b	arc	1,2,3	1	110	18	22	False	0.0001873222936410457
correct-error	qwen3.5-9b	arc	1,2,3	1	110	19	22	False	0.0025790338404476643
correct-error	qwen3.5-9b	arc	1,2,3	1	110	20	22	False	0.00017330332775600255
correct-error	qwen3.5-9b	arc	1,2,3	1	110	21	22	False	0.0014059159439057112
correct-error	qwen3.5-9b	arc	1,2,3	1	285	0	21	False	0.0009990634862333536
correct-error	qwen3.5-9b	arc	1,2,3	1	285	1	21	False	0.0003384900337550789
correct-error	qwen3.5-9b	arc	1,2,3	1	285	2	21	False	0.0001656565727898851
correct-error	qwen3.5-9b	arc	1,2,3	1	285	3	21	False	0.0005522105493582785
correct-error	qwen3.5-9b	arc	1,2,3	1	285	4	21	True	0.00011757834727177396
correct-error	qwen3.5-9b	arc	1,2,3	1	285	5	21	False	0.00011502970301080495
correct-error	qwen3.5-9b	arc	1,2,3	1	285	6	21	False	0.0017973853973671794
correct-error	qwen3.5-9b	arc	1,2,3	1	285	7	21	False	0.0001380319445161149
correct-error	qwen3.5-9b	arc	1,2,3	1	285	8	21	False	0.001660352572798729
correct-error	qwen3.5-9b	arc	1,2,3	1	285	9	21	False	0.00019134161993861198
correct-error	qwen3.5-9b	arc	1,2,3	1	285	10	21	False	0.0017457565991207957
correct-error	qwen3.5-9b	arc	1,2,3	1	285	11	21	False	0.00015963376790750772
correct-error	qwen3.5-9b	arc	1,2,3	1	285	12	21	False	0.0017637436976656318
correct-error	qwen3.5-9b	arc	1,2,3	1	285	13	21	False	0.00021000384003855288
correct-error	qwen3.5-9b	arc	1,2,3	1	285	14	21	False	0.0019117449410259724
correct-error	qwen3.5-9b	arc	1,2,3	1	285	15	21	False	0.00017702327750157565
correct-error	qwen3.5-9b	arc	1,2,3	1	285	16	21	False	0.001773507334291935
correct-error	qwen3.5-9b	arc	1,2,3	1	285	17	21	False	0.00020564217993523926
correct-error	qwen3.5-9b	arc	1,2,3	1	285	18	21	False	0.0017172726802527905
correct-error	qwen3.5-9b	arc	1,2,3	1	285	19	21	False	0.0001800324971554801
correct-error	qwen3.5-9b	arc	1,2,3	1	285	20	21	False	0.0019152387976646423
correct-error	qwen3.5-9b	arc	1,2,3	1	144	0	2	False	0.0017364805098623037
correct-error	qwen3.5-9b	arc	1,2,3	1	144	1	2	True	0.00016876299923751503
correct-error	qwen3.5-9b	arc	1,2,3	1	133	0	2	False	0.0014061607653275132
correct-error	qwen3.5-9b	arc	1,2,3	1	133	1	2	True	0.00046017597196623683
correct-error	qwen3.5-9b	arc	1,2,3	1	34	0	2	False	0.001687681651674211
correct-error	qwen3.5-9b	arc	1,2,3	1	34	1	2	True	0.0006227651028893888
correct-error	qwen3.5-9b	arc	1,2,3	1	190	0	2	False	0.0007014951552264392
correct-error	qwen3.5-9b	arc	1,2,3	1	190	1	2	True	3.913321779691614e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	99	0	2	False	0.0011147493496537209
correct-error	qwen3.5-9b	arc	1,2,3	1	99	1	2	True	0.0005251560360193253
correct-error	qwen3.5-9b	arc	1,2,3	1	289	0	2	False	0.0016094783786684275
correct-error	qwen3.5-9b	arc	1,2,3	1	289	1	2	True	3.274875052738935e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	156	0	2	False	0.001192540512420237
correct-error	qwen3.5-9b	arc	1,2,3	1	156	1	2	True	0.0002766722464002669
correct-error	qwen3.5-9b	arc	1,2,3	1	193	0	2	False	0.0016747633926570415
correct-error	qwen3.5-9b	arc	1,2,3	1	193	1	2	True	0.00040693621849641204
correct-error	qwen3.5-9b	arc	1,2,3	1	169	0	2	False	0.0010965216206386685
correct-error	qwen3.5-9b	arc	1,2,3	1	169	1	2	True	3.5375571314943954e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	304	0	2	False	0.0014146862085908651
correct-error	qwen3.5-9b	arc	1,2,3	1	304	1	2	True	0.000737142632715404
correct-error	qwen3.5-9b	arc	1,2,3	1	286	0	2	False	0.0011072710622102022
correct-error	qwen3.5-9b	arc	1,2,3	1	286	1	2	True	0.00034000264713540673
correct-error	qwen3.5-9b	arc	1,2,3	1	91	0	22	False	0.0016470098635181785
correct-error	qwen3.5-9b	arc	1,2,3	1	91	1	22	False	0.00011194247053936124
correct-error	qwen3.5-9b	arc	1,2,3	1	91	2	22	False	0.0004905194509774446
correct-error	qwen3.5-9b	arc	1,2,3	1	91	3	22	True	0.0001473970914958045
correct-error	qwen3.5-9b	arc	1,2,3	1	91	4	22	False	0.00010082437074743211
correct-error	qwen3.5-9b	arc	1,2,3	1	91	5	22	False	0.0014700045576319098
correct-error	qwen3.5-9b	arc	1,2,3	1	91	6	22	False	0.00017470671446062624
correct-error	qwen3.5-9b	arc	1,2,3	1	91	7	22	False	0.001104392926208675
correct-error	qwen3.5-9b	arc	1,2,3	1	91	8	22	False	0.00022535650350619107
correct-error	qwen3.5-9b	arc	1,2,3	1	91	9	22	False	0.001182950334623456
correct-error	qwen3.5-9b	arc	1,2,3	1	91	10	22	False	0.00018433545483276248
correct-error	qwen3.5-9b	arc	1,2,3	1	91	11	22	False	0.0011913217604160309
correct-error	qwen3.5-9b	arc	1,2,3	1	91	12	22	False	0.00016178490477614105
correct-error	qwen3.5-9b	arc	1,2,3	1	91	13	22	False	0.0011987853795289993
correct-error	qwen3.5-9b	arc	1,2,3	1	91	14	22	False	0.00011094487854279578
correct-error	qwen3.5-9b	arc	1,2,3	1	91	15	22	False	0.0011993355583399534
correct-error	qwen3.5-9b	arc	1,2,3	1	91	16	22	False	0.00015921542944852263
correct-error	qwen3.5-9b	arc	1,2,3	1	91	17	22	False	0.0014136236859485507
correct-error	qwen3.5-9b	arc	1,2,3	1	91	18	22	False	0.0001713662495603785
correct-error	qwen3.5-9b	arc	1,2,3	1	91	19	22	False	0.0011817775666713715
correct-error	qwen3.5-9b	arc	1,2,3	1	91	20	22	False	0.00013270549243316054
correct-error	qwen3.5-9b	arc	1,2,3	1	91	21	22	False	0.001346753677353263
correct-error	qwen3.5-9b	arc	1,2,3	1	148	0	2	False	0.0017606776673346758
correct-error	qwen3.5-9b	arc	1,2,3	1	148	1	2	True	0.00010312223457731307
correct-error	qwen3.5-9b	arc	1,2,3	1	89	0	2	False	0.0011072710622102022
correct-error	qwen3.5-9b	arc	1,2,3	1	89	1	2	True	0.0004920600913465023
correct-error	qwen3.5-9b	arc	1,2,3	1	132	0	2	False	0.0013641789555549622
correct-error	qwen3.5-9b	arc	1,2,3	1	132	1	2	True	0.0004397897864691913
correct-error	qwen3.5-9b	arc	1,2,3	1	253	0	10	False	0.0019616587087512016
correct-error	qwen3.5-9b	arc	1,2,3	1	253	1	10	False	8.193637040676549e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	253	2	10	False	0.0004663451109081507
correct-error	qwen3.5-9b	arc	1,2,3	1	253	3	10	False	0.0001073518578778021
correct-error	qwen3.5-9b	arc	1,2,3	1	253	4	10	False	0.0005595341208390892
correct-error	qwen3.5-9b	arc	1,2,3	1	253	5	10	False	6.72646492603235e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	253	6	10	False	0.000633788644336164
correct-error	qwen3.5-9b	arc	1,2,3	1	253	7	10	False	6.72066817060113e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	253	8	10	False	0.0007376613793894649
correct-error	qwen3.5-9b	arc	1,2,3	1	253	9	10	True	2.7736998163163662e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	60	0	2	False	0.0016085845418274403
correct-error	qwen3.5-9b	arc	1,2,3	1	60	1	2	True	0.0003622865187935531
correct-error	qwen3.5-9b	arc	1,2,3	1	288	0	22	False	0.0013976487098261714
correct-error	qwen3.5-9b	arc	1,2,3	1	288	1	22	False	0.00012270432489458472
correct-error	qwen3.5-9b	arc	1,2,3	1	288	2	22	False	0.0004206454032100737
correct-error	qwen3.5-9b	arc	1,2,3	1	288	3	22	False	0.00016468526155222207
correct-error	qwen3.5-9b	arc	1,2,3	1	288	4	22	False	0.0005820624646730721
correct-error	qwen3.5-9b	arc	1,2,3	1	288	5	22	False	0.00012770899047609419
correct-error	qwen3.5-9b	arc	1,2,3	1	288	6	22	False	0.0003396460379008204
correct-error	qwen3.5-9b	arc	1,2,3	1	288	7	22	True	0.00016924958617892116
correct-error	qwen3.5-9b	arc	1,2,3	1	288	8	22	False	0.0001523114915471524
correct-error	qwen3.5-9b	arc	1,2,3	1	288	9	22	False	0.0010967864654958248
correct-error	qwen3.5-9b	arc	1,2,3	1	288	10	22	False	0.00016673591744620353
correct-error	qwen3.5-9b	arc	1,2,3	1	288	11	22	False	0.0021454545203596354
correct-error	qwen3.5-9b	arc	1,2,3	1	288	12	22	False	0.0001705168397165835
correct-error	qwen3.5-9b	arc	1,2,3	1	288	13	22	False	0.0011040159733965993
correct-error	qwen3.5-9b	arc	1,2,3	1	288	14	22	False	0.00015962848556227982
correct-error	qwen3.5-9b	arc	1,2,3	1	288	15	22	False	0.0011938117677345872
correct-error	qwen3.5-9b	arc	1,2,3	1	288	16	22	False	0.00014628907956648618
correct-error	qwen3.5-9b	arc	1,2,3	1	288	17	22	False	0.002495455788448453
correct-error	qwen3.5-9b	arc	1,2,3	1	288	18	22	False	0.0001635810185689479
correct-error	qwen3.5-9b	arc	1,2,3	1	288	19	22	False	0.0011447264114394784
correct-error	qwen3.5-9b	arc	1,2,3	1	288	20	22	False	0.00022467256349045783
correct-error	qwen3.5-9b	arc	1,2,3	1	288	21	22	False	0.0016508075641468167
correct-error	qwen3.5-9b	arc	1,2,3	1	139	0	2	False	0.0014616887783631682
correct-error	qwen3.5-9b	arc	1,2,3	1	139	1	2	True	0.000484749412862584
correct-error	qwen3.5-9b	arc	1,2,3	1	262	0	2	False	0.0011165131581947207
correct-error	qwen3.5-9b	arc	1,2,3	1	262	1	2	True	0.0006448845379054546
correct-error	qwen3.5-9b	arc	1,2,3	1	4	0	2	False	0.0013627383159473538
correct-error	qwen3.5-9b	arc	1,2,3	1	4	1	2	True	0.0002600296284072101
correct-error	qwen3.5-9b	arc	1,2,3	1	59	0	2	False	0.0007961967494338751
correct-error	qwen3.5-9b	arc	1,2,3	1	59	1	2	True	0.0004323665052652359
correct-error	qwen3.5-9b	arc	1,2,3	1	129	0	4	False	0.0014102356508374214
correct-error	qwen3.5-9b	arc	1,2,3	1	129	1	4	False	0.0001756666461005807
correct-error	qwen3.5-9b	arc	1,2,3	1	129	2	4	True	0.00011344480299158022
correct-error	qwen3.5-9b	arc	1,2,3	1	129	3	4	False	0.0005261156475171447
correct-error	qwen3.5-9b	arc	1,2,3	1	245	0	2	False	0.0018544626655057073
correct-error	qwen3.5-9b	arc	1,2,3	1	245	1	2	True	0.0003002001903951168
correct-error	qwen3.5-9b	arc	1,2,3	1	44	0	2	False	0.0012018157867714763
correct-error	qwen3.5-9b	arc	1,2,3	1	44	1	2	True	0.0005156163242645562
correct-error	qwen3.5-9b	arc	1,2,3	1	166	0	2	False	0.0007753194659017026
correct-error	qwen3.5-9b	arc	1,2,3	1	166	1	2	True	0.00026421534130349755
correct-error	qwen3.5-9b	arc	1,2,3	1	263	0	2	False	0.0010439952602609992
correct-error	qwen3.5-9b	arc	1,2,3	1	263	1	2	True	9.973211126634851e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	0	21	False	0.0015722914831712842
correct-error	qwen3.5-9b	arc	1,2,3	1	265	1	21	False	5.434422200778499e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	2	21	False	0.00047535408521071076
correct-error	qwen3.5-9b	arc	1,2,3	1	265	3	21	False	8.045919094001874e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	4	21	False	0.00033686673850752413
correct-error	qwen3.5-9b	arc	1,2,3	1	265	5	21	False	8.959262777352706e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	6	21	True	0.00019309324852656573
correct-error	qwen3.5-9b	arc	1,2,3	1	265	7	21	False	0.00010392125113867223
correct-error	qwen3.5-9b	arc	1,2,3	1	265	8	21	False	0.0011833175085484982
correct-error	qwen3.5-9b	arc	1,2,3	1	265	9	21	False	8.745792729314417e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	10	21	False	0.0011899349046871066
correct-error	qwen3.5-9b	arc	1,2,3	1	265	11	21	False	7.396560249617323e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	12	21	False	0.0013001301558688283
correct-error	qwen3.5-9b	arc	1,2,3	1	265	13	21	False	8.583298767916858e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	14	21	False	0.001900569419376552
correct-error	qwen3.5-9b	arc	1,2,3	1	265	15	21	False	5.338820847100578e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	16	21	False	0.0013022973434999585
correct-error	qwen3.5-9b	arc	1,2,3	1	265	17	21	False	5.5495285778306425e-05
correct-error	qwen3.5-9b	arc	1,2,3	1	265	18	21	False	0.0013025933876633644
correct-error	qwen3.5-9b	arc	1,2,3	1	265	19	21	False	4.4020845962222666e-05
