dataset	model	subset	seeds	layer_range	gamma	w	variant	position	c_begin	c_end	is_anchor	step_acc_test	agent_acc_test	step_acc_val	agent_acc_val
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-base	act/31	0	18	False	0.3488372093023256	0.5813953488372092	0.23529411764705885	0.5490196078431372
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-base	act/31_normed	0	18	True	0.40310077519379844	0.6356589147286822	0.2549019607843137	0.607843137254902
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-base	ens-mid3	0	18	False	0.14728682170542637	0.3023255813953488	0.09803921568627451	0.2352941176470588
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	embed	0	18	False	0.10852713178294575	0.3178294573643411	0.19607843137254902	0.5098039215686274
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/0	0	18	False	0.10852713178294575	0.2558139534883721	0.0784313725490196	0.19607843137254902
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/1	0	18	False	0.13953488372093023	0.44961240310077527	0.0784313725490196	0.39215686274509803
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/2	0	18	False	0.15503875968992248	0.5271317829457365	0.1568627450980392	0.5294117647058824
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/3	0	18	False	0.1317829457364341	0.37209302325581395	0.1568627450980392	0.4705882352941176
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/4	0	18	False	0.22480620155038758	0.3643410852713178	0.21568627450980393	0.39215686274509803
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/5	0	18	False	0.2170542635658915	0.3255813953488372	0.19607843137254902	0.45098039215686275
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/6	0	18	False	0.18604651162790697	0.40310077519379844	0.17647058823529413	0.4705882352941176
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/7	0	18	False	0.13953488372093023	0.3333333333333333	0.1568627450980392	0.392156862745098
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/8	0	18	False	0.07751937984496125	0.20930232558139536	0.0784313725490196	0.21568627450980393
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/9	0	18	False	0.08527131782945736	0.2170542635658915	0.09803921568627451	0.2352941176470588
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/10	0	18	False	0.10852713178294575	0.21705426356589144	0.09803921568627451	0.196078431372549
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/11	0	18	False	0.10852713178294575	0.2558139534883721	0.09803921568627451	0.2549019607843137
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/12	0	18	False	0.06201550387596899	0.2170542635658915	0.09803921568627451	0.2352941176470588
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/13	0	18	False	0.08527131782945736	0.24806201550387597	0.09803921568627451	0.2156862745098039
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/14	0	18	False	0.10077519379844961	0.20155038759689922	0.1176470588235294	0.19607843137254902
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/15	0	18	False	0.12403100775193798	0.23255813953488372	0.1372549019607843	0.2549019607843137
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/16	0	18	False	0.17054263565891473	0.27906976744186046	0.1372549019607843	0.29411764705882354
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/17	0	18	False	0.24031007751937986	0.4108527131782946	0.3333333333333333	0.5490196078431372
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/18	0	18	False	0.2635658914728682	0.39534883720930236	0.3137254901960784	0.4705882352941176
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/19	0	18	False	0.27906976744186046	0.434108527131783	0.29411764705882354	0.4705882352941176
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/20	0	18	False	0.29457364341085274	0.48062015503875966	0.29411764705882354	0.5490196078431372
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/21	0	18	False	0.29457364341085274	0.44186046511627913	0.3137254901960784	0.5294117647058824
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/22	0	18	False	0.3333333333333333	0.5581395348837209	0.3333333333333333	0.5882352941176471
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/23	0	18	False	0.31007751937984496	0.5348837209302325	0.3333333333333333	0.5686274509803922
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/24	0	18	False	0.3178294573643411	0.5813953488372092	0.3137254901960784	0.5882352941176471
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/25	0	18	False	0.27906976744186046	0.5348837209302326	0.3137254901960784	0.5490196078431372
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/26	0	18	False	0.27906976744186046	0.5658914728682171	0.29411764705882354	0.6078431372549019
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/27	0	18	False	0.2635658914728682	0.6046511627906976	0.3333333333333333	0.6666666666666666
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/28	0	18	False	0.2635658914728682	0.5968992248062015	0.3333333333333333	0.6666666666666666
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/29	0	18	False	0.3178294573643411	0.5813953488372093	0.411764705882353	0.6862745098039217
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/30	0	18	False	0.29457364341085274	0.6046511627906976	0.3333333333333333	0.6862745098039215
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/31	0	18	False	0.3798449612403101	0.627906976744186	0.2745098039215686	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	act/31_normed	0	18	True	0.42635658914728686	0.6511627906976744	0.3333333333333333	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	anchor-soap	ens-mid3	0	18	False	0.17054263565891473	0.27906976744186046	0.1176470588235294	0.2745098039215686
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	embed	2	10	False	0.19379844961240303	0.5736434108527132	0.2549019607843137	0.5686274509803921
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/0	1	17	False	0.21705426356589141	0.5736434108527132	0.2745098039215686	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/1	7	13	False	0.1782945736434108	0.5116279069767441	0.1176470588235294	0.5098039215686274
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/2	0	10	False	0.17054263565891467	0.5581395348837209	0.15686274509803919	0.5686274509803921
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/3	3	13	False	0.20930232558139528	0.6589147286821705	0.17647058823529407	0.5686274509803921
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/4	0	17	False	0.27906976744186046	0.4651162790697674	0.3725490196078431	0.5294117647058824
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/5	0	11	False	0.25581395348837205	0.42635658914728686	0.29411764705882354	0.4901960784313726
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/6	3	11	False	0.20155038759689914	0.6124031007751938	0.1372549019607843	0.5882352941176471
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/7	3	4	False	0.21705426356589141	0.5658914728682171	0.15686274509803919	0.4705882352941176
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/8	0	1	False	0.16279069767441856	0.25581395348837205	0.1372549019607843	0.37254901960784315
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/9	6	8	False	0.1705426356589147	0.44961240310077516	0.17647058823529413	0.45098039215686275
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/10	5	18	False	0.15503875968992242	0.4573643410852713	0.0980392156862745	0.37254901960784315
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/11	4	16	False	0.21705426356589141	0.5348837209302325	0.1372549019607843	0.4313725490196078
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/12	4	6	False	0.18604651162790695	0.49612403100775193	0.17647058823529407	0.411764705882353
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/13	4	6	False	0.19379844961240303	0.48837209302325585	0.0980392156862745	0.31372549019607837
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/14	4	7	False	0.21705426356589141	0.4728682170542636	0.2156862745098039	0.5098039215686274
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/15	4	6	False	0.18604651162790695	0.5038759689922481	0.15686274509803919	0.39215686274509803
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/16	4	6	False	0.19379844961240308	0.49612403100775193	0.0980392156862745	0.3333333333333333
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/17	0	7	False	0.25581395348837205	0.44961240310077527	0.3333333333333333	0.5882352941176471
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/18	0	5	False	0.2868217054263566	0.4651162790697674	0.31372549019607837	0.49019607843137253
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/19	0	8	False	0.3333333333333333	0.5581395348837209	0.31372549019607837	0.5686274509803922
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/20	0	14	False	0.3565891472868217	0.5968992248062016	0.35294117647058815	0.607843137254902
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/21	0	5	False	0.3255813953488372	0.5581395348837209	0.3333333333333333	0.5686274509803922
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/22	0	10	False	0.3333333333333333	0.5968992248062016	0.3333333333333333	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/23	0	10	False	0.3255813953488372	0.5813953488372093	0.2941176470588235	0.568627450980392
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/24	0	20	False	0.3333333333333333	0.5736434108527132	0.31372549019607837	0.5490196078431372
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/25	0	5	False	0.31782945736434104	0.6046511627906977	0.392156862745098	0.607843137254902
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/26	0	3	False	0.3023255813953488	0.5891472868217055	0.37254901960784315	0.6470588235294118
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/27	0	20	False	0.27906976744186046	0.6124031007751938	0.3333333333333333	0.6862745098039215
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/28	0	6	False	0.28682170542635654	0.5968992248062016	0.31372549019607837	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/29	0	3	False	0.31782945736434104	0.5658914728682171	0.35294117647058815	0.5686274509803922
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/30	0	5	False	0.2868217054263566	0.627906976744186	0.35294117647058815	0.7058823529411765
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/31	0	17	False	0.3488372093023256	0.5891472868217055	0.2549019607843137	0.568627450980392
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	act/31_normed	0	18	True	0.40310077519379844	0.6356589147286822	0.25490196078431365	0.6078431372549019
traceelephant	deepseek-8b	captain	22,23,24	8-16	0.2	all	best-band	ens-mid3	0	6	False	0.2093023255813953	0.3565891472868217	0.15686274509803919	0.35294117647058815
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	embed	0	4	False	0.14492753623188406	0.6304347826086957	0.05555555555555555	0.48148148148148145
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/0	0	4	False	0.050724637681159424	0.27536231884057966	0.05555555555555555	0.24074074074074073
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/1	0	4	False	0.050724637681159424	0.2826086956521739	0.05555555555555555	0.25925925925925924
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/2	0	4	False	0.10144927536231885	0.2898550724637681	0.16666666666666666	0.29629629629629634
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/3	0	4	False	0.08695652173913043	0.34782608695652173	0.14814814814814814	0.3148148148148148
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/4	0	4	False	0.16666666666666666	0.38405797101449274	0.2222222222222222	0.3703703703703704
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/5	0	4	False	0.24637681159420288	0.45652173913043476	0.24074074074074073	0.38888888888888884
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/6	0	4	False	0.2608695652173913	0.6086956521739131	0.2037037037037037	0.5555555555555555
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/7	0	4	False	0.24637681159420288	0.6086956521739131	0.1851851851851852	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/8	0	4	False	0.2536231884057971	0.6086956521739131	0.14814814814814814	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/9	0	4	False	0.2971014492753623	0.6159420289855073	0.16666666666666666	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/10	0	4	True	0.2971014492753623	0.6231884057971014	0.16666666666666666	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/11	0	4	False	0.2536231884057971	0.6014492753623188	0.16666666666666666	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/12	0	4	False	0.19565217391304346	0.5507246376811593	0.07407407407407407	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/13	0	4	False	0.26811594202898553	0.5652173913043478	0.12962962962962962	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/14	0	4	False	0.2898550724637681	0.5869565217391304	0.11111111111111112	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/15	0	4	False	0.2608695652173913	0.6086956521739131	0.16666666666666666	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/16	0	4	False	0.22463768115942032	0.5362318840579711	0.16666666666666666	0.6296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/17	0	4	False	0.19565217391304346	0.5652173913043478	0.12962962962962962	0.5740740740740741
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/18	0	4	False	0.23913043478260873	0.5942028985507247	0.20370370370370372	0.611111111111111
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/19	0	4	False	0.2318840579710145	0.5797101449275363	0.1851851851851852	0.5925925925925926
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/20	0	4	False	0.21014492753623185	0.572463768115942	0.1851851851851852	0.5925925925925927
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/21	0	4	False	0.2608695652173913	0.5797101449275363	0.2222222222222222	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/22	0	4	False	0.2318840579710145	0.5869565217391305	0.1851851851851852	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/23	0	4	False	0.2246376811594203	0.5942028985507247	0.20370370370370372	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/24	0	4	False	0.2028985507246377	0.5942028985507247	0.16666666666666666	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/25	0	4	False	0.2101449275362319	0.6159420289855073	0.1851851851851852	0.48148148148148145
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/26	0	4	False	0.20289855072463767	0.6159420289855073	0.16666666666666666	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/27	0	4	False	0.2028985507246377	0.6231884057971014	0.1851851851851852	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/28	0	4	False	0.18115942028985507	0.6014492753623188	0.1851851851851852	0.46296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/29	0	4	False	0.18115942028985507	0.5797101449275361	0.1851851851851852	0.5740740740740741
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/30	0	4	False	0.14492753623188406	0.463768115942029	0.1851851851851852	0.4259259259259259
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/31	0	4	False	0.10869565217391304	0.5507246376811593	0.05555555555555555	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	act/31_normed	0	4	False	0.12318840579710146	0.536231884057971	0.05555555555555555	0.46296296296296297
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-base	ens-mid3	0	4	False	0.28985507246376807	0.6086956521739131	0.2037037037037037	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	embed	0	4	False	0.2101449275362319	0.5797101449275363	0.1851851851851852	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/0	0	4	False	0.050724637681159424	0.27536231884057966	0.05555555555555555	0.24074074074074073
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/1	0	4	False	0.050724637681159424	0.27536231884057966	0.05555555555555555	0.24074074074074073
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/2	0	4	False	0.10144927536231885	0.2898550724637681	0.14814814814814814	0.29629629629629634
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/3	0	4	False	0.10869565217391304	0.34057971014492755	0.1111111111111111	0.2962962962962963
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/4	0	4	False	0.13043478260869565	0.3695652173913044	0.16666666666666666	0.3333333333333333
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/5	0	4	False	0.19565217391304346	0.4275362318840579	0.16666666666666666	0.3148148148148148
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/6	0	4	False	0.21739130434782608	0.5797101449275363	0.2222222222222222	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/7	0	4	False	0.26811594202898553	0.6159420289855073	0.18518518518518515	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/8	0	4	False	0.26811594202898553	0.6086956521739131	0.16666666666666666	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/9	0	4	False	0.3188405797101449	0.6304347826086957	0.2037037037037037	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/10	0	4	True	0.3043478260869565	0.6231884057971014	0.1851851851851852	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/11	0	4	False	0.3043478260869565	0.6159420289855073	0.2037037037037037	0.48148148148148145
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/12	0	4	False	0.23913043478260873	0.5797101449275361	0.1111111111111111	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/13	0	4	False	0.2826086956521739	0.6086956521739131	0.16666666666666666	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/14	0	4	False	0.2826086956521739	0.6159420289855073	0.16666666666666666	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/15	0	4	False	0.2898550724637681	0.6086956521739131	0.18518518518518515	0.5
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/16	0	4	False	0.2826086956521739	0.572463768115942	0.1851851851851852	0.5370370370370371
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/17	0	4	False	0.2536231884057971	0.5579710144927535	0.2037037037037037	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/18	0	4	False	0.2753623188405797	0.5797101449275363	0.25925925925925924	0.537037037037037
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/19	0	4	False	0.26811594202898553	0.6014492753623188	0.25925925925925924	0.537037037037037
traceelephant	deepseek-8b	magentic	15,16,17	24-32	0.1	1	anchor-soap	act/20	0	4	False	0.2608695652173913	0.5869565217391304	0.2222222222222222	0.48148148148148145
