dataset	model	subset	seeds	position	c_begin	c_end	row	lambda	selected	step_acc_test	agent_acc_test	step_acc_val	agent_acc_val
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.2	False	0.3756613756613756	0.5820105820105821	0.2692307692307693	0.5384615384615384
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.3	False	0.3703703703703703	0.5714285714285714	0.2692307692307693	0.5384615384615384
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.4	False	0.3756613756613756	0.5714285714285714	0.2692307692307693	0.5384615384615384
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.5	False	0.3756613756613756	0.5714285714285714	0.2692307692307693	0.5384615384615384
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.6	False	0.3703703703703703	0.5608465608465608	0.2692307692307693	0.5384615384615384
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.7	False	0.3756613756613756	0.5767195767195767	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.8	False	0.3756613756613756	0.5767195767195767	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	0.9	False	0.3756613756613756	0.5820105820105821	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-z	1.0	False	0.365079365079365	0.5767195767195767	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.1	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.2	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.3	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.4	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.5	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.6	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.7	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.8	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	0.9	False	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	temporal-raw	1.0	True	0.3862433862433862	0.5873015873015873	0.282051282051282	0.5512820512820513
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	earliest-top5	0.0	True	0.291005291005291	0.5343915343915344	0.2564102564102564	0.5128205128205129
ww	deepseek-8b	algorithm-generated	3,4,5	act/3	1	5	soap		True	0.4550264550264549	0.6190476190476191	0.3461538461538461	0.6153846153846154
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	base	0.0	True	0.2873563218390804	0.6551724137931034	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.1	True	0.2873563218390804	0.6551724137931034	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.2	False	0.2873563218390805	0.6436781609195402	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.3	False	0.2758620689655172	0.6436781609195402	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.4	False	0.2758620689655172	0.6436781609195402	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.5	False	0.2758620689655172	0.6436781609195402	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.6	False	0.2758620689655172	0.6436781609195402	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.7	False	0.2528735632183908	0.6321839080459769	0.1111111111111111	0.611111111111111
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.8	False	0.2528735632183908	0.6206896551724137	0.1388888888888889	0.5833333333333333
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	0.9	False	0.2528735632183908	0.6206896551724137	0.1388888888888889	0.5833333333333333
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-z	1.0	False	0.264367816091954	0.6206896551724137	0.1388888888888889	0.5833333333333333
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.1	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.2	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.3	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.4	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.5	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.6	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.7	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.8	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	0.9	False	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	temporal-raw	1.0	True	0.0344827586206896	0.3333333333333333	0.0	0.3055555555555556
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	earliest-top5	0.0	True	0.1034482758620689	0.4712643678160919	0.1111111111111111	0.5277777777777778
ww	deepseek-8b	hand-crafted	13,14,15	act/31	0	4	soap		True	0.2873563218390804	0.6551724137931035	0.111111111111111	0.6111111111111112
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	base	0.0	True	0.2101449275362318	0.6159420289855072	0.1481481481481481	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.1	False	0.2101449275362318	0.6159420289855072	0.1111111111111111	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.2	True	0.2101449275362318	0.6159420289855072	0.1111111111111111	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.3	False	0.2028985507246377	0.6159420289855072	0.1111111111111111	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.4	False	0.1956521739130435	0.6159420289855072	0.1111111111111111	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.5	False	0.181159420289855	0.6159420289855072	0.0925925925925925	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.6	False	0.1521739130434782	0.5869565217391305	0.074074074074074	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.7	False	0.1521739130434782	0.5797101449275363	0.074074074074074	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.8	False	0.1521739130434782	0.5797101449275363	0.074074074074074	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	0.9	False	0.1304347826086956	0.5652173913043479	0.074074074074074	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-z	1.0	False	0.1304347826086956	0.5652173913043479	0.074074074074074	0.5185185185185186
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.1	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.2	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.3	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.4	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.5	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.6	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.7	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.8	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	0.9	False	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	temporal-raw	1.0	True	0.0507246376811594	0.2753623188405797	0.0555555555555555	0.2407407407407407
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	earliest-top5	0.0	True	0.0507246376811594	0.3115942028985507	0.074074074074074	0.2777777777777778
traceelephant	qwen3.5-9b	magentic	15,16,17	act/23	0	2	soap		True	0.2318840579710145	0.6521739130434783	0.1111111111111111	0.5185185185185185
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	base	0.0	True	0.3333333333333333	0.5813953488372093	0.196078431372549	0.5686274509803921
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.1	True	0.3410852713178295	0.5891472868217055	0.1764705882352941	0.5490196078431373
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.2	False	0.3333333333333333	0.5891472868217055	0.196078431372549	0.588235294117647
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.3	False	0.3255813953488372	0.5891472868217055	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.4	False	0.3255813953488372	0.5891472868217055	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.5	False	0.3255813953488372	0.5891472868217055	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.6	False	0.3255813953488372	0.5891472868217055	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.7	False	0.3178294573643411	0.5891472868217055	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.8	False	0.3178294573643411	0.6046511627906977	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	0.9	False	0.3178294573643411	0.6124031007751939	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-z	1.0	False	0.3178294573643411	0.6124031007751939	0.196078431372549	0.6078431372549019
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.1	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.2	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.3	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.4	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.5	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.6	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.7	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.8	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	0.9	False	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	temporal-raw	1.0	True	0.0620155038759689	0.1937984496124031	0.0588235294117647	0.1568627450980392
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	earliest-top5	0.0	True	0.0930232558139534	0.5658914728682171	0.0784313725490196	0.5686274509803922
traceelephant	qwen3.5-9b	captain	22,23,24	act/23	0	3	soap		True	0.3565891472868217	0.6046511627906976	0.2156862745098039	0.5882352941176471
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	base	0.0	True	0.2971014492753623	0.6231884057971016	0.1666666666666666	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.1	False	0.2826086956521739	0.6231884057971016	0.1666666666666666	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.2	False	0.2826086956521739	0.6231884057971016	0.1666666666666666	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.3	False	0.2826086956521739	0.6231884057971016	0.1481481481481481	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.4	True	0.2826086956521739	0.6231884057971016	0.1481481481481481	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.5	False	0.2753623188405797	0.6231884057971016	0.1481481481481481	0.5185185185185185
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.6	False	0.2681159420289855	0.6231884057971016	0.1481481481481481	0.537037037037037
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.7	False	0.2681159420289855	0.6231884057971016	0.1481481481481481	0.537037037037037
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.8	False	0.2681159420289855	0.6231884057971016	0.1296296296296296	0.537037037037037
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	0.9	False	0.2608695652173913	0.6304347826086957	0.1296296296296296	0.537037037037037
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-z	1.0	False	0.2608695652173913	0.6376811594202898	0.1296296296296296	0.537037037037037
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.1	True	0.2028985507246377	0.6014492753623188	0.1481481481481481	0.5555555555555556
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.2	False	0.1521739130434782	0.5434782608695652	0.1296296296296296	0.4444444444444444
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.3	False	0.1014492753623188	0.4855072463768115	0.1111111111111111	0.3888888888888889
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.4	False	0.0797101449275362	0.4782608695652174	0.0925925925925925	0.3888888888888889
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.5	False	0.0579710144927536	0.4420289855072464	0.0925925925925925	0.3518518518518518
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.6	False	0.0434782608695652	0.427536231884058	0.0925925925925925	0.3148148148148147
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.7	False	0.0289855072463768	0.3985507246376811	0.0555555555555555	0.2962962962962963
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.8	False	0.036231884057971	0.3695652173913044	0.0555555555555555	0.2962962962962963
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	0.9	False	0.036231884057971	0.3623188405797101	0.0555555555555555	0.2962962962962963
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	temporal-raw	1.0	False	0.0579710144927536	0.3405797101449275	0.0555555555555555	0.2777777777777778
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	earliest-top5	0.0	True	0.0579710144927536	0.5579710144927537	0.074074074074074	0.5
traceelephant	deepseek-8b	magentic	15,16,17	act/10	0	4	soap		True	0.3043478260869565	0.6231884057971014	0.1851851851851852	0.5185185185185185
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	base	0.0	True	0.4031007751937984	0.6356589147286822	0.2549019607843137	0.6078431372549019
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.1	False	0.4031007751937984	0.6356589147286822	0.2941176470588235	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.2	False	0.4108527131782946	0.6434108527131783	0.3137254901960784	0.6470588235294117
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.3	False	0.4108527131782946	0.6511627906976744	0.3137254901960784	0.6470588235294117
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.4	True	0.4108527131782946	0.6511627906976744	0.3137254901960784	0.6470588235294117
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.5	False	0.3953488372093023	0.6356589147286821	0.3137254901960784	0.6470588235294117
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.6	False	0.3953488372093023	0.6356589147286821	0.3137254901960784	0.6470588235294117
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.7	False	0.3953488372093022	0.6279069767441862	0.3137254901960784	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.8	False	0.3798449612403101	0.62015503875969	0.3333333333333333	0.6274509803921569
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	0.9	False	0.3875968992248062	0.6046511627906977	0.3137254901960784	0.6078431372549019
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-z	1.0	False	0.3798449612403101	0.6046511627906977	0.2549019607843137	0.588235294117647
traceelephant	deepseek-8b	captain	22,23,24	act/31_normed	0	18	temporal-raw	0.1	False	0.0620155038759689	0.1937984496124031	0.0392156862745098	0.1372549019607843
