model	subset	seed	split	traj_idx	n_steps	step_idx	role	base	oriented	normalized	final	base_rank	final_rank	is_gold	is_base_pred	is_soap_pred
qwen3.5-9b	hand-crafted	15	test	23	73	14	Orchestrator (thought)	629.4774780273438	0.0015886191977187991	0.0015886191977187991	0.0017085986910387874	36	37	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	15	Assistant	687.5331420898438	0.0014544753357768059	0.0014544753357768059	0.0016099673230201006	55	45	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	16	Orchestrator (thought)	591.0492553710938	0.0016919063637033105	0.0016919063637033105	0.001820091623812914	31	25	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	17	Orchestrator (-> WebSurfer)	642.6148071289062	0.0015561421168968081	0.0015561421168968081	0.0015561421168968081	42	51	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	18	Orchestrator (thought)	1096.5308837890625	0.0009119670139625669	0.0009119670139625669	0.0010211780900135636	73	66	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	19	WebSurfer	693.1409301757812	0.0014427080750465393	0.0014427080750465393	0.0016075028106570244	56	46	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	20	Orchestrator (thought)	612.3287353515625	0.0016331097576767206	0.0016331097576767206	0.0017767628887668252	34	29	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	21	Orchestrator (-> WebSurfer)	680.5021362304688	0.0014695031568408012	0.0014695031568408012	0.0014695031568408012	53	56	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	22	Orchestrator (thought)	1062.700927734375	0.0009409984922967851	0.0009409984922967851	0.0009409984922967851	70	71	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	23	WebSurfer	617.2646484375	0.0016200506361201406	0.0016200506361201406	0.0017632858362048864	35	30	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	24	Orchestrator (thought)	636.8087158203125	0.0015703302342444658	0.0015703302342444658	0.0017148777842521667	40	35	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	25	Orchestrator (-> WebSurfer)	684.3777465820312	0.0014611813239753246	0.0014611813239753246	0.0014611813239753246	54	57	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	26	Orchestrator (thought)	1057.6192626953125	0.0009455198305658996	0.0009455198305658996	0.0009455198305658996	69	70	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	27	WebSurfer	698.1526489257812	0.0014323515351861715	0.0014323515351861715	0.0015969643136486411	57	47	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	28	Orchestrator (thought)	562.1718139648438	0.0017788156401365995	0.0017788156401365995	0.0019321271684020758	21	15	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	29	Orchestrator (-> WebSurfer)	663.7228393554688	0.0015066530322656035	0.0015066530322656035	0.0015066530322656035	49	53	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	30	Orchestrator (thought)	1043.1171875	0.0009586650412529707	0.0009586650412529707	0.0010724466992542148	67	64	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	31	WebSurfer	607.4863891601562	0.0016461274353787303	0.0016461274353787303	0.0018216815078631043	33	24	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	32	Orchestrator (thought)	560.1964721679688	0.001785087981261313	0.001785087981261313	0.0019312683725729585	20	16	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	33	Orchestrator (-> WebSurfer)	631.6241455078125	0.0015832200879231095	0.0015832200879231095	0.0015832200879231095	38	48	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	34	Orchestrator (thought)	1046.169189453125	0.0009558683377690613	0.0009558683377690613	0.0009558683377690613	68	69	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	35	WebSurfer	569.6251220703125	0.0017555404920130968	0.0017555404920130968	0.0017555404920130968	23	32	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	36	Orchestrator (thought)	631.2345581054688	0.001584197161719203	0.001584197161719203	0.0016922734212130308	37	41	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	37	Orchestrator (thought)	600.0350952148438	0.0016665691509842873	0.0016665691509842873	0.0017899376107379794	32	27	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	38	Orchestrator (thought)	643.1200561523438	0.0015549196396023035	0.0015549196396023035	0.0017179899150505662	43	34	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	39	Orchestrator (thought)	556.3701782226562	0.0017973644426092505	0.0017973644426092505	0.001956912921741605	16	13	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	40	Orchestrator (-> WebSurfer)	557.6923217773438	0.001793103408999741	0.001793103408999741	0.001793103408999741	17	26	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	41	Orchestrator (thought)	945.2359619140625	0.0010579369263723493	0.0010579369263723493	0.001155072939582169	63	59	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	42	WebSurfer	535.7003173828125	0.0018667153781279922	0.0018667153781279922	0.0020222426392138004	8	8	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	43	Orchestrator (thought)	580.130126953125	0.0017237511929124594	0.0017237511929124594	0.0018563199555501342	25	21	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	44	Orchestrator (-> WebSurfer)	665.3829956054688	0.00150289386510849	0.00150289386510849	0.00150289386510849	50	54	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	45	Orchestrator (thought)	954.9879760742188	0.0010471335845068097	0.0010471335845068097	0.0010471335845068097	64	65	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	46	WebSurfer	656.292724609375	0.0015237103216350079	0.0015237103216350079	0.0017095875227823853	46	36	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	47	Orchestrator (thought)	499.13043212890625	0.0020034844055771828	0.0020034844055771828	0.0021837595850229263	5	4	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	48	Orchestrator (-> WebSurfer)	547.2130126953125	0.0018274419708177447	0.0018274419708177447	0.0018274419708177447	11	23	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	49	Orchestrator (thought)	986.1357421875	0.0010140591766685247	0.0010140591766685247	0.0010140591766685247	65	67	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	50	WebSurfer	655.2775268554688	0.0015260709915310144	0.0015260709915310144	0.0017182017909362912	45	33	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	51	Orchestrator (thought)	556.1752319335938	0.001797994482330978	0.001797994482330978	0.001974228536710143	15	11	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	52	Orchestrator (-> WebSurfer)	567.4271850585938	0.0017623406602069736	0.0017623406602069736	0.0017623406602069736	22	31	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	53	Orchestrator (thought)	915.6578979492188	0.0010921108769252896	0.0010921108769252896	0.0010921108769252896	61	62	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	54	WebSurfer	490.0029296875	0.0020408041309565306	0.0020408041309565306	0.0020408041309565306	4	6	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	55	Orchestrator (thought)	552.8681030273438	0.0018087496282532811	0.0018087496282532811	0.001987718977034092	14	10	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	56	Orchestrator (-> WebSurfer)	558.7548828125	0.0017896934878081083	0.0017896934878081083	0.0017896934878081083	18	28	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	57	Orchestrator (thought)	897.7311401367188	0.0011139193084090948	0.0011139193084090948	0.0011139193084090948	60	61	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	58	WebSurfer	447.0060729980469	0.0022371059749275446	0.0022371059749275446	0.002462172880768776	3	3	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	59	Orchestrator (thought)	506.068603515625	0.001976016676053405	0.001976016676053405	0.002164393663406372	6	5	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	60	Orchestrator (-> WebSurfer)	530.8504028320312	0.0018837698735296726	0.0018837698735296726	0.0018837698735296726	7	19	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	61	Orchestrator (thought)	878.8760986328125	0.0011378168128430843	0.0011378168128430843	0.0011378168128430843	59	60	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	62	WebSurfer	581.5849609375	0.0017194392858073115	0.0017194392858073115	0.001889533712528646	26	18	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	63	Orchestrator (thought)	558.7606811523438	0.0017896749777719378	0.0017896749777719378	0.0019603699911385775	19	12	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	64	Orchestrator (-> WebSurfer)	585.840087890625	0.0017069504829123616	0.0017069504829123616	0.0017069504829123616	28	38	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	65	Orchestrator (thought)	925.2726440429688	0.0010807624785229564	0.0010807624785229564	0.0010807624785229564	62	63	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	66	WebSurfer	589.1115112304688	0.0016974714817479253	0.0016974714817479253	0.0016974714817479253	29	39	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	67	Orchestrator (thought)	545.3204345703125	0.0018337841611355543	0.0018337841611355543	0.0018337841611355543	10	22	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	68	Orchestrator (thought)	810.5802001953125	0.001233684248290956	0.001233684248290956	0.001233684248290956	58	58	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	69	Orchestrator (thought)	671.1710815429688	0.0014899331144988537	0.0014899331144988537	0.0016701538115739822	51	44	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	70	Orchestrator (thought)	538.1283569335938	0.0018582927295938134	0.0018582927295938134	0.002027820562943816	9	7	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	71	Orchestrator (-> WebSurfer)	589.873779296875	0.0016952779842540622	0.0016952779842540622	0.0016952779842540622	30	40	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	72	Orchestrator (thought)	1029.4847412109375	0.0009713597246445715	0.0009713597246445715	0.0009713597246445715	66	68	False	False	False
qwen3.5-9b	hand-crafted	15	test	23	73	73	WebSurfer	377.2690734863281	0.002650628099218011	0.002650628099218011	0.002650628099218011	1	2	False	True	False
