with_gt	judge	method	dataset	subset	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring
False	gpt-5	correct	correct-error	math500	17,18,19	157	79.0	0	1.0	0.25738396624472576	0.6582278481012658	0.6582278481012658
False	gpt-5	correct	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.31884057971014496	0.8985507246376812	0.8985507246376812
False	gpt-5	correct	correct-error	musique	17,18,19	312	156.0	0	0.0	0.3055555555555556	0.8247863247863249	0.8247863247863249
False	gpt-5	correct	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.3433242506811989	0.8219800181653042	0.8219800181653042
False	gpt-5	correct	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.20930232558139536	0.627906976744186	0.627906976744186
False	gpt-5	correct	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.23913043478260868	0.6956521739130435	0.6956521739130435
False	gpt-5	correct	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.2486772486772487	0.5873015873015873	0.5873015873015873
False	gpt-5	correct	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.13793103448275862	0.5057471264367817	0.5057471264367817
False	gpt-5	raffles	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.3333333333333333	0.6511627906976744	0.6511627906976744
False	gpt-5	raffles	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.3333333333333333	0.746376811594203	0.746376811594203
False	gpt-5	raffles	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.3968253968253968	0.582010582010582	0.582010582010582
False	gpt-5	raffles	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.3563218390804597	0.5632183908045977	0.5632183908045977
False	gpt-5	step_by_step	correct-error	arc	17,18,19	304	152.0	0	2.6666666666666665	0.8881578947368421	0.8991228070175438	0.8991228070175438
False	gpt-5	step_by_step	correct-error	gaia	17,18,19	50	25.0	0	0.6666666666666666	0.52	0.6	0.6
False	gpt-5	step_by_step	correct-error	hotpot	17,18,19	578	289.0	0	8.666666666666666	0.6089965397923875	0.7254901960784313	0.7254901960784313
False	gpt-5	step_by_step	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5189873417721519	0.4177215189873418	0.4177215189873418
False	gpt-5	step_by_step	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.6666666666666666	0.8260869565217391	0.7971014492753623	0.7971014492753623
False	gpt-5	step_by_step	correct-error	musique	17,18,19	312	156.0	0	3.6666666666666665	0.576923076923077	0.7884615384615384	0.7884615384615384
False	gpt-5	step_by_step	correct-error	wikimqa	17,18,19	733	367.0	0	16.0	0.5676657584014532	0.703905540417802	0.703905540417802
False	gpt-5	step_by_step	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.17829457364341086	0.5038759689922481	0.5038759689922481
False	gpt-5	step_by_step	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.06521739130434782	0.6521739130434783	0.6521739130434783
False	gpt-5	step_by_step	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.24338624338624337	0.4656084656084656	0.4656084656084656
False	gpt-5	step_by_step	ww	hand-crafted	13,14,15	58	29.0	0	1.3333333333333333	0.1839080459770115	0.47126436781609193	0.47126436781609193
True	gpt-4o	all_at_once	correct-error	arc	17,18,19	304	152.0	0	0.0	0.4364035087719298	0.8969298245614036	0.8969298245614036
True	gpt-4o	all_at_once	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.16	0.8533333333333334	0.8533333333333334
True	gpt-4o	all_at_once	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.1649365628604383	0.7727797001153403	0.7727797001153403
True	gpt-4o	all_at_once	correct-error	math500	17,18,19	157	79.0	0	0.0	0.35864978902953587	0.6540084388185653	0.6540084388185653
True	gpt-4o	all_at_once	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.39855072463768115	0.8913043478260869	0.8913043478260869
True	gpt-4o	all_at_once	correct-error	musique	17,18,19	312	156.0	0	0.0	0.10256410256410257	0.7863247863247863	0.7863247863247863
True	gpt-4o	all_at_once	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.09355131698455948	0.7620345140781107	0.7620345140781107
True	gpt-4o	all_at_once	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.09302325581395349	0.6434108527131782	0.6434108527131782
True	gpt-4o	all_at_once	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.06521739130434782	0.6811594202898551	0.6811594202898551
True	gpt-4o	all_at_once	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.15873015873015872	0.5767195767195767	0.5767195767195767
True	gpt-4o	all_at_once	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.034482758620689655	0.5862068965517241	0.5862068965517241
True	gpt-4o	binary_search	correct-error	arc	17,18,19	304	152.0	0	0.0	0.5350877192982456	0.49561403508771934	0.49561403508771934
True	gpt-4o	binary_search	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.04	0.013333333333333334	0.013333333333333334
True	gpt-4o	binary_search	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.1384083044982699	0.21222606689734716	0.21222606689734716
True	gpt-4o	binary_search	correct-error	math500	17,18,19	157	79.0	0	0.0	0.1518987341772152	0.12236286919831224	0.12236286919831224
True	gpt-4o	binary_search	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.2608695652173913	0.24637681159420288	0.24637681159420288
True	gpt-4o	binary_search	correct-error	musique	17,18,19	312	156.0	0	0.0	0.05982905982905983	0.09188034188034189	0.09188034188034189
True	gpt-4o	binary_search	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.1044504995458674	0.1980018165304269	0.1980018165304269
True	gpt-4o	binary_search	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.09302325581395349	0.2868217054263566	0.2868217054263566
True	gpt-4o	binary_search	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.06521739130434782	0.4855072463768116	0.4855072463768116
True	gpt-4o	binary_search	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.2857142857142857	0.5502645502645502	0.5502645502645502
True	gpt-4o	binary_search	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.04597701149425287	0.09195402298850575	0.09195402298850575
True	gpt-4o	chief	correct-error	arc	17,18,19	304	152.0	0	0.0	0.7807017543859649	0.8793859649122807	0.8793859649122807
True	gpt-4o	chief	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.38666666666666666	0.4666666666666666	0.4666666666666666
True	gpt-4o	chief	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.26528258362168394	0.7220299884659745	0.7220299884659745
True	gpt-4o	chief	correct-error	math500	17,18,19	157	79.0	0	0.0	0.46835443037974683	0.6160337552742616	0.6160337552742616
True	gpt-4o	chief	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.6231884057971014	0.7971014492753623	0.7971014492753623
True	gpt-4o	chief	correct-error	musique	17,18,19	312	156.0	0	0.3333333333333333	0.20299145299145302	0.6752136752136751	0.6752136752136751
True	gpt-4o	chief	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.2198001816530427	0.6466848319709355	0.6466848319709355
True	gpt-4o	chief	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.14728682170542637	0.5968992248062016	0.5968992248062016
True	gpt-4o	chief	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.13768115942028986	0.572463768115942	0.572463768115942
True	gpt-4o	chief	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.24338624338624337	0.4497354497354497	0.4497354497354497
True	gpt-4o	chief	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1149425287356322	0.5402298850574713	0.5402298850574713
True	gpt-4o	correct	correct-error	arc	17,18,19	304	152.0	0	1.3333333333333333	0.7236842105263158	0.8837719298245613	0.8837719298245613
True	gpt-4o	correct	correct-error	gaia	17,18,19	50	25.0	0	2.0	0.26666666666666666	0.7733333333333334	0.7733333333333334
True	gpt-4o	correct	correct-error	hotpot	17,18,19	578	289.0	0	5.0	0.1972318339100346	0.7600922722029989	0.7600922722029989
True	gpt-4o	correct	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5021097046413502	0.6244725738396625	0.6244725738396625
True	gpt-4o	correct	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.6521739130434783	0.8695652173913043	0.8695652173913043
True	gpt-4o	correct	correct-error	musique	17,18,19	312	156.0	0	4.333333333333333	0.11538461538461538	0.7863247863247863	0.7863247863247863
True	gpt-4o	correct	correct-error	wikimqa	17,18,19	733	367.0	0	4.0	0.13896457765667575	0.7638510445049954	0.7638510445049954
True	gpt-4o	correct	traceelephant	captain	2,3,4	85	43.0	0	1.0	0.10852713178294575	0.6666666666666666	0.6666666666666666
True	gpt-4o	correct	traceelephant	magentic	9,10,11	91	46.0	0	1.6666666666666667	0.10144927536231883	0.6304347826086957	0.6304347826086957
True	gpt-4o	correct	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.15873015873015872	0.544973544973545	0.544973544973545
True	gpt-4o	correct	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.04597701149425287	0.632183908045977	0.632183908045977
True	gpt-4o	raffles	correct-error	arc	17,18,19	304	152.0	0	0.0	0.8662280701754387	0.8947368421052632	0.8947368421052632
True	gpt-4o	raffles	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.6533333333333333	0.7733333333333334	0.7733333333333334
True	gpt-4o	raffles	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.6205305651672434	0.7854671280276816	0.7854671280276816
True	gpt-4o	raffles	correct-error	math500	17,18,19	157	79.0	0	0.6666666666666666	0.6075949367088608	0.6286919831223629	0.6286919831223629
True	gpt-4o	raffles	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7681159420289855	0.8695652173913043	0.8695652173913043
True	gpt-4o	raffles	correct-error	musique	17,18,19	312	156.0	0	0.0	0.6089743589743589	0.7713675213675213	0.7713675213675213
True	gpt-4o	raffles	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.6639418710263397	0.7811080835603996	0.7811080835603996
True	gpt-4o	raffles	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.27906976744186046	0.6434108527131782	0.6434108527131782
True	gpt-4o	raffles	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.2826086956521739	0.6739130434782609	0.6739130434782609
True	gpt-4o	raffles	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.42328042328042326	0.5925925925925926	0.5925925925925926
True	gpt-4o	raffles	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.27586206896551724	0.5747126436781609	0.5747126436781609
True	gpt-4o	step_by_step	correct-error	arc	17,18,19	304	152.0	0	2.6666666666666665	0.8728070175438596	0.8596491228070176	0.8596491228070176
True	gpt-4o	step_by_step	correct-error	gaia	17,18,19	50	25.0	0	1.0	0.37333333333333335	0.45333333333333337	0.45333333333333337
True	gpt-4o	step_by_step	correct-error	hotpot	17,18,19	578	289.0	0	15.0	0.5478662053056517	0.6424452133794695	0.6424452133794695
True	gpt-4o	step_by_step	correct-error	math500	17,18,19	157	79.0	0	2.3333333333333335	0.6075949367088608	0.5443037974683543	0.5443037974683543
True	gpt-4o	step_by_step	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.3333333333333333	0.7101449275362319	0.7971014492753623	0.7971014492753623
True	gpt-4o	step_by_step	correct-error	musique	17,18,19	312	156.0	0	8.0	0.5277777777777778	0.6111111111111112	0.6111111111111112
True	gpt-4o	step_by_step	correct-error	wikimqa	17,18,19	733	367.0	0	18.0	0.5104450499545868	0.6530426884650318	0.6530426884650318
True	gpt-4o	step_by_step	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.18604651162790697	0.5348837209302325	0.5348837209302325
True	gpt-4o	step_by_step	traceelephant	magentic	9,10,11	91	46.0	0	1.0	0.19565217391304346	0.6811594202898551	0.6811594202898551
True	gpt-4o	step_by_step	ww	algorithm-generated	38,39,40	126	63.0	0	1.3333333333333333	0.22751322751322753	0.34920634920634913	0.34920634920634913
True	gpt-4o	step_by_step	ww	hand-crafted	13,14,15	58	29.0	0	0.6666666666666666	0.1839080459770115	0.6206896551724138	0.6206896551724138
True	gpt-5	all_at_once	correct-error	arc	17,18,19	304	152.0	0	0.6666666666666666	0.7105263157894738	0.9078947368421053	0.9078947368421053
True	gpt-5	all_at_once	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.4533333333333333	0.7466666666666667	0.7466666666666667
True	gpt-5	all_at_once	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.6182237600922722	0.7923875432525952	0.7923875432525952
True	gpt-5	all_at_once	correct-error	math500	17,18,19	157	79.0	0	0.0	0.7974683544303799	0.6708860759493671	0.6708860759493671
True	gpt-5	all_at_once	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7028985507246377	0.8985507246376812	0.8985507246376812
True	gpt-5	all_at_once	correct-error	musique	17,18,19	312	156.0	0	2.6666666666666665	0.6132478632478633	0.8376068376068376	0.8376068376068376
True	gpt-5	all_at_once	correct-error	wikimqa	17,18,19	733	367.0	0	2.6666666666666665	0.6203451407811081	0.7992733878292461	0.7992733878292461
True	gpt-5	all_at_once	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.10852713178294575	0.6434108527131782	0.6434108527131782
True	gpt-5	all_at_once	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.13768115942028986	0.6956521739130435	0.6956521739130435
True	gpt-5	all_at_once	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.17989417989417988	0.7142857142857143	0.7142857142857143
True	gpt-5	all_at_once	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.09195402298850575	0.40229885057471265	0.40229885057471265
True	gpt-5	binary_search	correct-error	arc	17,18,19	304	152.0	0	0.0	0.9210526315789473	0.9078947368421053	0.9078947368421053
True	gpt-5	binary_search	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.7999999999999999	0.7466666666666667	0.7466666666666667
True	gpt-5	binary_search	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.6678200692041522	0.754325259515571	0.754325259515571
True	gpt-5	binary_search	correct-error	math500	17,18,19	157	79.0	0	0.0	0.8354430379746836	0.6708860759493671	0.6708860759493671
True	gpt-5	binary_search	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.8550724637681159	0.8840579710144927	0.8840579710144927
True	gpt-5	binary_search	correct-error	musique	17,18,19	312	156.0	0	0.0	0.6816239316239315	0.8141025641025642	0.8141025641025642
True	gpt-5	binary_search	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.6584922797456857	0.7683923705722071	0.7683923705722071
